('Total Revenue', '378,323,000', '365,817,000', '274,515,000', '260,174,000', '265,595,000')
         540646 function calls (521848 primitive calls) in 1.607 seconds

   Ordered by: call count

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       51    0.000    0.000    0.000    0.000 sre_compile.py:432(_generate_overlap_table)
       50    0.000    0.000    0.000    0.000 enum.py:912(_power_of_two)
       48    0.000    0.000    0.000    0.000 __init__.py:617(_linkage_fixer)
       47    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       47    0.000    0.000    0.000    0.000 {method '__exit__' of '_thread.lock' objects}
    47/30    0.000    0.000    0.001    0.000 typing.py:340(__getitem__)
       47    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
       47    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
       47    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
       47    0.000    0.000    0.000    0.000 ipaddress.py:631(__init__)
       46    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
       46    0.000    0.000    0.000    0.000 six.py:108(__init__)
       46    0.000    0.000    0.000    0.000 queue.py:15(_qsize)
       45    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       45    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
       45    0.000    0.000    0.000    0.000 threading.py:335(notify)
       45    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
       45    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
       44    0.000    0.000    0.000    0.000 ipaddress.py:1877(__init__)
       43    0.000    0.000    0.000    0.000 element.py:389(_last_descendant)
       43    0.000    0.000    0.000    0.000 typing.py:777(<genexpr>)
       42    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
       42    0.000    0.000    0.000    0.000 enum.py:860(_high_bit)
    42/30    0.000    0.000    0.011    0.000 css_parser.py:581(parse_pseudo_class)
    41/11    0.000    0.000    0.000    0.000 {built-in method _abc._abc_subclasscheck}
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
    41/11    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
       41    0.000    0.000    0.000    0.000 functools.py:37(update_wrapper)
       41    0.000    0.000    0.000    0.000 enum.py:203(<genexpr>)
       41    0.000    0.000    0.000    0.000 structures.py:53(__getitem__)
    40/18    0.000    0.000    0.369    0.021 {built-in method builtins.__import__}
       39    0.002    0.000    0.021    0.001 element.py:780(_find_all)
       39    0.000    0.000    0.021    0.001 element.py:1847(find_all)
       39    0.000    0.000    0.000    0.000 element.py:1985(__init__)
       39    0.000    0.000    0.000    0.000 element.py:2242(__init__)
       39    0.000    0.000    0.000    0.000 parse.py:412(urlsplit)
       39    0.000    0.000    0.000    0.000 structures.py:60(<genexpr>)
    38/29    0.000    0.000    0.011    0.000 css_parser.py:741(parse_pseudo_open)
       38    0.000    0.000    0.001    0.000 typing.py:1202(_alias)
       37    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
       37    0.000    0.000    0.009    0.000 element.py:1822(find)
       37    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
       37    0.000    0.000    0.000    0.000 _collections.py:156(__getitem__)
       36    0.000    0.000    0.000    0.000 enum.py:458(_find_data_type)
       36    0.000    0.000    0.000    0.000 enum.py:447(_get_mixins_)
       36    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
       35    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
       35    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
       35    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
       34    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
       34    0.000    0.000    0.000    0.000 enum.py:906(<lambda>)
       34    0.000    0.000    0.001    0.000 typing.py:180(_subs_tvars)
       34    0.000    0.000    0.001    0.000 typing.py:626(__getitem__)
       34    0.000    0.000    0.000    0.000 parse.py:361(urlparse)
