('Total Revenue', '378,323,000', '365,817,000', '274,515,000', '260,174,000', '265,595,000')
         540386 function calls (521626 primitive calls) in 6.097 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.000    0.000 feedparser.py:53(__init__)
        3    0.000    0.000    0.000    0.000 parse.py:1016(splitport)
        1    0.000    0.000    0.000    0.000 calendar.py:52(<listcomp>)
        8    0.000    0.000    0.000    0.000 message.py:29(_splitparam)
        4    0.000    0.000    0.000    0.000 message.py:120(__init__)
        1    0.000    0.000    0.087    0.087 connectionpool.py:1032(_validate_conn)
        2    0.000    0.000    0.078    0.039 connection.py:161(_new_conn)
        1    0.000    0.000    0.000    0.000 connection.py:119(_has_ipv6)
        1    0.000    0.000    0.046    0.046 ssl_.py:355(ssl_wrap_socket)
       30    0.000    0.000    0.000    0.000 url.py:413(ensure_type)
        1    0.000    0.000    0.000    0.000 ssltransport.py:1(<module>)
        1    0.000    0.000    0.000    0.000 _collections.py:107(HTTPHeaderDict)
        1    0.000    0.000    0.000    0.000 response.py:484(read)
        1    0.000    0.000    0.000    0.000 response.py:160(HTTPResponse)
       22    0.000    0.000    0.000    0.000 queue.py:18(_put)
        2    0.000    0.000    0.001    0.000 poolmanager.py:287(connection_from_url)
        3    0.000    0.000    0.029    0.010 request.py:2620(proxy_bypass_macosx_sysconf)
        6    0.000    0.000    0.000    0.000 cookiejar.py:876(__init__)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1747(__iter__)
        1    0.000    0.000    0.000    0.000 cookiejar.py:1240(CookieJar)
        2    0.000    0.000    0.000    0.000 cookies.py:135(get_cookie_header)
        5    0.000    0.000    0.116    0.023 models.py:825(content)
        1    0.000    0.000    0.000    0.000 status_codes.py:21(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:1(<module>)
       72    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
       56    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_tolower}
        1    0.000    0.000    0.000    0.000 {method 'split' of 're.Pattern' objects}
       32    0.000    0.000    0.000    0.000 {method 'popleft' of 'collections.deque' objects}
        2    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:71(search_function)
        4    0.000    0.000    0.000    0.000 _collections_abc.py:790(pop)
        2    0.000    0.000    0.000    0.000 functools.py:186(total_ordering)
       34    0.000    0.000    0.000    0.000 enum.py:906(<lambda>)
        1    0.000    0.000    0.000    0.000 __init__.py:71(BeautifulSoup)
        1    0.000    0.000    0.002    0.002 linecache.py:6(<module>)
        2    0.000    0.000    0.000    0.000 {built-in method math.log}
        5    0.000    0.000    0.000    0.000 __init__.py:783(_addHandlerRef)
        1    0.000    0.000    0.001    0.001 string.py:65(__init__)
        9    0.000    0.000    0.000    0.000 six.py:992(ensure_str)
        6    0.000    0.000    0.000    0.000 six.py:128(__init__)
        1    0.000    0.000    0.016    0.016 parser.py:5(<module>)
        2    0.000    0.000    0.000    0.000 charset.py:211(__init__)
        3    0.000    0.000    0.000    0.000 client.py:413(close)
        1    0.000    0.000    0.000    0.000 client.py:227(HTTPResponse)
        2    0.000    0.000    0.000    0.000 client.py:946(close)
       81    0.000    0.000    0.000    0.000 parse.py:98(_noop)
        4    0.000    0.000    0.000    0.000 parse.py:469(urlunparse)
        2    0.000    0.000    0.000    0.000 {method 'setsockopt' of '_socket.socket' objects}
        4    0.000    0.000    0.000    0.000 ssl.py:367(__new__)
        2    0.000    0.000    0.000    0.000 ssl.py:549(verify_mode)
        1    0.000    0.000    0.000    0.000 wait.py:1(<module>)
        2    0.000    0.000    0.000    0.000 _collections.py:54(__getitem__)
        2    0.000    0.000    0.000    0.000 _collections.py:61(__setitem__)
        1    0.000    0.000    0.000    0.000 ssl_match_hostname.py:98(match_hostname)
       94    0.000    0.000    0.000    0.000 ipaddress.py:574(__int__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1871(IPv6Address)
        1    0.000    0.000    0.000    0.000 mimetypes.py:384(_default_mime_types)
        1    0.000    0.000    0.000    0.000 response.py:417(_flush_decoder)
       22    0.000    0.000    0.000    0.000 queue.py:21(_get)
        1    0.000    0.000    0.000    0.000 {built-in method zlib.decompressobj}
        7    0.000    0.000    0.000    0.000 utils.py:322(to_key_val_list)
        1    0.000    0.000    0.003    0.003 utils.py:837(resolve_proxies)
        1    0.000    0.000    0.000    0.000 zipfile.py:1182(ZipFile)
        1    0.000    0.000    0.000    0.000 pathlib.py:1010(Path)
        9    0.000    0.000    0.000    0.000 cookies.py:51(get_full_url)
        3    0.000    0.000    0.000    0.000 cookies.py:343(set_cookie)
        3    0.000    0.000    0.000    0.000 cookies.py:529(merge_cookies)
        1    0.000    0.000    0.000    0.000 intranges.py:6(<module>)
        1    0.000    0.000    0.000    0.000 models.py:312(prepare)
        1    0.000    0.000    0.777    0.777 api.py:16(request)
        1    0.000    0.000    0.000    0.000 socks.py:40(<module>)
        5    0.000    0.000    0.000    0.000 {function SocketIO.close at 0x103d85cb0}
        4    0.000    0.000    0.000    0.000 _collections_abc.py:72(_check_methods)
        7    0.000    0.000    0.000    0.000 posixpath.py:52(normcase)
        3    0.000    0.000    0.000    0.000 _collections_abc.py:406(__subclasshook__)
       13    0.000    0.000    0.000    0.000 enum.py:365(__members__)
        1    0.000    0.000    0.002    0.002 traceback.py:1(<module>)
       24    0.000    0.000    0.000    0.000 tokenize.py:143(<listcomp>)
        1    0.000    0.000    0.000    0.000 __init__.py:51(lookup)
        1    0.000    0.000    0.000    0.000 __init__.py:373(HTMLTreeBuilder)
        5    0.000    0.000    0.000    0.000 element.py:275(get_text)
        1    0.000    0.000    0.001    0.001 scanner.py:2(<module>)
       37    0.000    0.000    0.000    0.000 typing.py:176(<listcomp>)
        6    0.000    0.000    0.000    0.000 typing.py:685(__mro_entries__)
        1    0.000    0.000    0.000    0.000 typing.py:1600(TextIO)
        5    0.000    0.000    0.000    0.000 datetime.py:396(_check_date_fields)
        1    0.000    0.000    0.000    0.000 datetime.py:454(timedelta)
        3    0.000    0.000    0.000    0.000 datetime.py:1517(__new__)
        1    0.000    0.000    0.000    0.000 datetime.py:2136(timezone)
        9    0.000    0.000    0.000    0.000 css_types.py:394(pickle_register)
        1    0.000    0.000    0.000    0.000 css_types.py:147(Namespaces)
        1    0.000    0.000    0.000    0.000 css_types.py:165(CustomSelectors)
        4    0.000    0.000    0.000    0.000 formatter.py:131(__init__)
        4    0.000    0.000    0.000    0.000 __init__.py:1356(debug)
        1    0.000    0.000    0.000    0.000 threading.py:744(Thread)
        1    0.000    0.000    0.000    0.000 __future__.py:48(<module>)
        1    0.000    0.000    0.000    0.000 random.py:72(Random)
        3    0.000    0.000    0.000    0.000 socket.py:412(_real_close)
        4    0.000    0.000    0.000    0.000 feedparser.py:122(pushlines)
        4    0.000    0.000    0.000    0.000 feedparser.py:178(_call_parse)
        2    0.000    0.000    0.000    0.000 feedparser.py:184(close)
       10    0.000    0.000    0.000    0.000 client.py:1266(<genexpr>)
        1    0.000    0.000    0.000    0.000 struct.py:3(<module>)
        2    0.000    0.000    0.000    0.000 parse.py:386(_splitnetloc)
        5    0.000    0.000    0.000    0.000 {built-in method _struct.calcsize}
        1    0.000    0.000    0.000    0.000 ssl.py:642(SSLObject)
        1    0.000    0.000    0.000    0.000 connectionpool.py:105(HTTPConnectionPool)
        2    0.000    0.000    0.000    0.000 connection.py:208(putrequest)
        2    0.000    0.000    0.000    0.000 response.py:40(assert_header_parsing)
        2    0.000    0.000    0.000    0.000 ssl_.py:457(is_ipaddress)
        1    0.000    0.000    0.000    0.000 url.py:54(<listcomp>)
        4    0.000    0.000    0.000    0.000 timeout.py:181(clone)
        1    0.000    0.000    0.000    0.000 ipaddress.py:27(ip_address)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1288(IPv4Address)
        3    0.000    0.000    0.000    0.000 response.py:278(release_conn)
        3    0.000    0.000    0.000    0.000 fnmatch.py:19(fnmatch)
        3    0.000    0.000    0.000    0.000 cookiejar.py:683(reach)
        3    0.000    0.000    0.000    0.000 cookiejar.py:973(set_ok_verifiability)
        3    0.000    0.000    0.000    0.000 cookiejar.py:994(set_ok_path)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1572(_cookies_from_attrs_set)
        3    0.000    0.000    0.000    0.000 models.py:717(is_redirect)
        2    0.000    0.000    0.000    0.000 sessions.py:720(get_adapter)
        2    0.000    0.000    0.000    0.000 adapters.py:204(cert_verify)
        7    0.000    0.000    0.000    0.000 {method 'rsplit' of 'str' objects}
       58    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
       21    0.000    0.000    0.000    0.000 {built-in method _imp.exec_dynamic}
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
        1    0.000    0.000    0.000    0.000 warnings.py:130(filterwarnings)
        8    0.000    0.000    0.000    0.000 functools.py:67(wraps)
        1    0.000    0.000    0.000    0.000 request.py:1696(URLopener)
        5    0.000    0.000    0.000    0.000 typing.py:300(__new__)
        1    0.000    0.000    0.000    0.000 css_types.py:33(Immutable)
        1    0.000    0.000    0.000    0.000 css_types.py:257(SelectorAttribute)
       14    0.000    0.000    0.000    0.000 __init__.py:187(_checkLevel)
        1    0.000    0.000    0.000    0.000 threading.py:763(__init__)
        1    0.000    0.000    0.000    0.000 _lxml.py:2(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:197(_new_message)
        1    0.000    0.000    0.000    0.000 _policybase.py:112(Policy)
        2    0.000    0.000    0.000    0.000 client.py:425(flush)
        1    0.000    0.000    0.000    0.000 client.py:446(read)
        2    0.000    0.000    0.000    0.000 message.py:213(get_payload)
        1    0.000    0.000    0.000    0.000 uu.py:31(<module>)
        1    0.000    0.000    0.000    0.000 ssl.py:1023(sendall)
        1    0.000    0.000    0.000    0.000 ssl.py:1202(version)
        2    0.000    0.000    0.000    0.000 connectionpool.py:75(__init__)
        1    0.000    0.000    0.000    0.000 connection.py:76(HTTPConnection)
        2    0.000    0.000    0.000    0.000 connection.py:100(_set_socket_options)
        1    0.000    0.000    0.000    0.000 retry.py:91(Retry)
        1    0.000    0.000    0.000    0.000 ssltransport.py:11(SSLTransport)
        1    0.000    0.000    0.000    0.000 timeout.py:20(Timeout)
        1    0.000    0.000    0.000    0.000 timeout.py:1(<module>)
        1    0.000    0.000    0.002    0.002 ssl_match_hostname.py:1(<module>)
        1    0.000    0.000    0.000    0.000 ipaddress.py:385(_IPAddressBase)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1090(_BaseV4)
        2    0.000    0.000    0.000    0.000 response.py:372(_init_decoder)
        2    0.000    0.000    0.000    0.000 response.py:638(closed)
        2    0.000    0.000    0.000    0.000 poolmanager.py:225(connection_from_host)
        3    0.000    0.000    0.029    0.010 request.py:2634(proxy_bypass)
        1    0.000    0.000    0.000    0.000 fnmatch.py:74(translate)
        1    0.000    0.000    0.000    0.000 bz2.py:28(BZ2File)
        3    0.000    0.000    0.000    0.000 cookiejar.py:72(_timegm)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1581(_process_rfc2109_cookies)
        1    0.000    0.000    0.000    0.000 cookies.py:253(Morsel)
        2    0.000    0.000    0.000    0.000 utils.py:515(get_encoding_from_headers)
        2    0.000    0.000    0.000    0.000 models.py:63(path_url)
        1    0.000    0.000    0.000    0.000 models.py:596(Response)
        1    0.000    0.000    0.000    0.000 idna.py:3(<module>)
        1    0.000    0.000    0.777    0.777 api.py:64(get)
        3    0.000    0.000    0.000    0.000 sessions.py:98(get_redirect_target)
        1    0.000    0.000    0.002    0.002 sessions.py:734(close)
        2    0.000    0.000    0.002    0.001 adapters.py:320(close)
        7    0.000    0.000    0.000    0.000 {method 'count' of 'bytes' objects}
        8    0.000    0.000    0.000    0.000 {method 'rstrip' of 'bytes' objects}
       42    0.000    0.000    0.000    0.000 {method 'bit_length' of 'int' objects}
        9    0.000    0.000    0.000    0.000 {method 'copy' of 'dict' objects}
       16    0.000    0.000    0.000    0.000 {built-in method builtins.vars}
        3    0.000    0.000    0.000    0.000 {built-in method posix.register_at_fork}
       22    0.000    0.000    0.000    0.000 {method 'append' of 'collections.deque' objects}
        1    0.000    0.000    0.000    0.000 __init__.py:43(normalize_encoding)
       37    0.000    0.000    0.000    0.000 _collections_abc.py:392(__subclasshook__)
        6    0.000    0.000    0.000    0.000 genericpath.py:16(exists)
        6    0.000    0.000    0.000    0.000 warnings.py:165(simplefilter)
        1    0.000    0.000    0.000    0.000 __init__.py:550(__init__)
        1    0.000    0.000    0.000    0.000 weakref.py:102(__init__)
        3    0.000    0.000    0.000    0.000 _weakrefset.py:81(add)
       41    0.000    0.000    0.000    0.000 enum.py:203(<genexpr>)
       16    0.000    0.000    0.000    0.000 sre_parse.py:162(__delitem__)
        1    0.000    0.000    0.073    0.073 __init__.py:441(_feed)
        1    0.000    0.000    0.000    0.000 __init__.py:101(TreeBuilder)
        1    0.000    0.000    0.000    0.000 models.py:277(CharsetMatches)
        1    0.000    0.000    0.000    0.000 models.py:348(CliDetectionResult)
        1    0.000    0.000    0.000    0.000 __meta__.py:142(_get_canonical)
        1    0.000    0.000    0.000    0.000 css_parser.py:305(SelectorPattern)
       20    0.000    0.000    0.000    0.000 typing.py:481(__hash__)
        5    0.000    0.000    0.000    0.000 datetime.py:409(_check_time_fields)
        2    0.000    0.000    0.000    0.000 datetime.py:804(__new__)
        2    0.000    0.000    0.000    0.000 datetime.py:1187(__new__)
        1    0.000    0.000    0.000    0.000 {built-in method math.exp}
        1    0.000    0.000    0.000    0.000 css_types.py:351(SelectorList)
        8    0.000    0.000    0.000    0.000 formatter.py:42(_default)
        8    0.000    0.000    0.000    0.000 formatter.py:49(__init__)
        1    0.000    0.000    0.000    0.000 formatter.py:3(Formatter)
        2    0.000    0.000    0.000    0.000 __init__.py:242(_register_at_fork_reinit_lock)
        4    0.000    0.000    0.000    0.000 __init__.py:1170(append)
        1    0.000    0.000    0.000    0.000 string.py:78(Template)
        1    0.000    0.000    0.000    0.000 __init__.py:57(check_compatibility)
        1    0.000    0.000    0.000    0.000 _html5lib.py:2(<module>)
        1    0.000    0.000    0.000    0.000 bisect.py:1(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:210(_pop_message)
       10    0.000    0.000    0.000    0.000 _policybase.py:104(<genexpr>)
        1    0.000    0.000    0.000    0.000 base64mime.py:25(<module>)
       12    0.000    0.000    0.000    0.000 client.py:998(_output)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:260(handle_decl)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:307(__init__)
        1    0.000    0.000    0.000    0.000 parser.py:256(parse_html_declaration)
        4    0.000    0.000    0.000    0.000 parse.py:480(urlunsplit)
        1    0.000    0.000    0.001    0.001 _parseaddr.py:7(<module>)
        1    0.000    0.000    0.000    0.000 calendar.py:50(_localized_month)
        1    0.000    0.000    0.000    0.000 {method 'getpeername' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 message.py:945(MIMEPart)
        1    0.000    0.000    0.000    0.000 iterators.py:5(<module>)
        1    0.000    0.000    0.000    0.000 connectionpool.py:961(_prepare_conn)
        4    0.000    0.000    0.000    0.000 connection.py:237(<genexpr>)
        1    0.000    0.000    0.000    0.000 connection.py:297(__init__)
        2    0.000    0.000    0.000    0.000 retry.py:448(_is_method_retryable)
       24    0.000    0.000    0.000    0.000 timeout.py:119(_validate_timeout)
        2    0.000    0.000    0.000    0.000 _collections.py:47(__init__)
        1    0.000    0.000    0.000    0.000 response.py:78(__init__)
        2    0.000    0.000    0.001    0.001 poolmanager.py:174(<lambda>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:248(connection_from_context)
        1    0.000    0.000    0.000    0.000 md.py:342(CjkInvalidStopPlugin)
        2    0.000    0.000    0.001    0.000 request.py:2647(getproxies)
        1    0.000    0.000    0.000    0.000 response.py:7(<module>)
        9    0.000    0.000    0.000    0.000 cookiejar.py:527(is_HDN)
        3    0.000    0.000    0.000    0.000 cookiejar.py:639(request_path)
        1    0.000    0.000    0.000    0.000 cookiejar.py:866(DefaultCookiePolicy)
        2    0.000    0.000    0.000    0.000 utils.py:490(_parse_content_type_header)
        2    0.000    0.000    0.029    0.015 utils.py:799(get_environ_proxies)
        1    0.000    0.000    0.000    0.000 utils.py:989(get_auth_from_url)
        1    0.000    0.000    0.000    0.000 zipfile.py:785(ZipExtFile)
        4    0.000    0.000    0.000    0.000 cookies.py:348(update)
        4    0.000    0.000    0.000    0.000 cookies.py:521(<listcomp>)
        1    0.000    0.000    0.000    0.000 structures.py:8(<module>)
        2    0.000    0.000    0.000    0.000 models.py:295(__init__)
        1    0.000    0.000    0.000    0.000 idna.py:300(getregentry)
        1    0.000    0.000    0.001    0.001 netrc.py:1(<module>)
        1    0.000    0.000    0.000    0.000 shlex.py:19(shlex)
       18    0.000    0.000    0.000    0.000 {method 'mro' of 'type' objects}
       26    0.000    0.000    0.000    0.000 {built-in method sys.intern}
       15    0.000    0.000    0.000    0.000 {built-in method time.time}
        4    0.000    0.000    0.000    0.000 {method 'read' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:232(_requires_builtin_wrapper)
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:748(exec_module)
        5    0.000    0.000    0.000    0.000 posixpath.py:41(_get_sep)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:698(__init__)
        2    0.000    0.000    0.000    0.000 _weakrefset.py:36(__init__)
        1    0.000    0.000    0.871    0.871 financial.py:85(main)
        9    0.000    0.000    0.000    0.000 copyreg.py:12(pickle)
        1    0.000    0.000    0.000    0.000 traceback.py:315(StackSummary)
        1    0.000    0.000    0.000    0.000 __init__.py:41(register)
        1    0.000    0.000    0.000    0.000 __init__.py:478(register_treebuilders_from)
        3    0.000    0.000    0.000    0.000 element.py:34(_alias)
        5    0.000    0.000    0.000    0.000 element.py:294(<listcomp>)
        1    0.000    0.000    0.000    0.000 element.py:1518(__getattr__)
        1    0.000    0.000    0.000    0.000 css_parser.py:362(_Selector)
        1    0.000    0.000    0.000    0.000 util.py:26(SelectorSyntaxError)
        2    0.000    0.000    0.000    0.000 datetime.py:646(__neg__)
        2    0.000    0.000    0.000    0.000 __init__.py:502(__init__)
        2    0.000    0.000    0.000    0.000 __init__.py:831(createLock)
        1    0.000    0.000    0.000    0.000 __init__.py:793(Handler)
        1    0.000    0.000    0.000    0.000 __init__.py:1291(_fixupChildren)
        1    0.000    0.000    0.000    0.000 threading.py:1185(__init__)
        4    0.000    0.000    0.027    0.007 six.py:117(_resolve)
        4    0.000    0.000    0.000    0.000 six.py:233(create_module)
       10    0.000    0.000    0.000    0.000 __future__.py:81(__init__)
        1    0.000    0.000    0.001    0.001 _markupbase.py:6(<module>)
        1    0.000    0.000    0.000    0.000 parser.py:63(HTMLParser)
        1    0.000    0.000    0.000    0.000 _markupbase.py:168(parse_comment)
        1    0.000    0.000    0.000    0.000 quopri.py:3(<module>)
        1    0.000    0.000    0.000    0.000 random.py:97(seed)
        3    0.000    0.000    0.000    0.000 socket.py:416(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:70(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:173(feed)
        1    0.000    0.000    0.000    0.000 encoders.py:5(<module>)
        2    0.000    0.000    0.000    0.000 client.py:379(_check_close)
        6    0.000    0.000    0.000    0.000 client.py:436(isclosed)
        2    0.000    0.000    0.039    0.020 client.py:1019(_send_output)
        2    0.000    0.000    0.039    0.020 client.py:1246(endheaders)
        2    0.000    0.000    0.040    0.020 client.py:1259(request)
        1    0.000    0.000    0.000    0.000 parse.py:348(_fix_result_transcoding)
        1    0.000    0.000    0.000    0.000 calendar.py:72(<listcomp>)
        1    0.000    0.000    0.000    0.000 calendar.py:148(Calendar)
        2    0.000    0.000    0.000    0.000 message.py:303(set_payload)
        1    0.000    0.000    0.040    0.040 ssl.py:410(wrap_socket)
       15    0.000    0.000    0.000    0.000 ssl.py:795(_sslcopydoc)
        1    0.000    0.000    0.000    0.000 ssl.py:950(getpeercert)
        2    0.000    0.000    0.000    0.000 connectionpool.py:244(_get_conn)
        1    0.000    0.000    0.000    0.000 connectionpool.py:912(__init__)
        1    0.000    0.000    0.040    0.040 ssl_.py:481(_ssl_wrap_socket_impl)
        1    0.000    0.000    0.000    0.000 hmac.py:26(HMAC)
        5    0.000    0.000    0.000    0.000 url.py:297(<listcomp>)
        2    0.000    0.000    0.000    0.000 url.py:320(_encode_target)
        1    0.000    0.000    0.000    0.000 proxy.py:1(<module>)
        4    0.000    0.000    0.000    0.000 response.py:428(_error_catcher)
        1    0.000    0.000    0.000    0.000 md.py:58(TooManySymbolOrPunctuationPlugin)
        1    0.000    0.000    0.000    0.000 request.py:2141(FancyURLopener)
        2    0.000    0.000    0.000    0.000 request.py:2624(getproxies_macosx_sysconf)
        3    0.000    0.000    0.000    0.000 fnmatch.py:64(fnmatchcase)
        1    0.000    0.000    0.000    0.000 fnmatch.py:11(<module>)
        1    0.000    0.000    0.000    0.000 _compression.py:33(DecompressReader)
        1    0.000    0.000    0.000    0.000 lzma.py:38(LZMAFile)
        1    0.000    0.000    0.000    0.000 error.py:35(HTTPError)
        1    0.000    0.000    0.000    0.000 error.py:12(<module>)
       14    0.000    0.000    0.000    0.000 cookiejar.py:43(_debug)
        3    0.000    0.000    0.000    0.000 cookiejar.py:128(offset_from_tz_string)
        3    0.000    0.000    0.000    0.000 cookiejar.py:718(is_third_party)
        3    0.000    0.000    0.000    0.000 copy.py:66(copy)
        2    0.000    0.000    0.000    0.000 utils.py:633(requote_uri)
        1    0.000    0.000    0.002    0.002 core.py:8(<module>)
        1    0.000    0.000    0.000    0.000 resources.py:66(_get_resource_reader)
        1    0.000    0.000    0.000    0.000 resources.py:173(path)
        1    0.000    0.000    0.000    0.000 pathlib.py:56(_Flavour)
        1    0.000    0.000    0.000    0.000 pathlib.py:135(<setcomp>)
        1    0.000    0.000    0.000    0.000 pathlib.py:397(_NormalAccessor)
        7    0.000    0.000    0.000    0.000 _internal_utils.py:14(to_native_string)
        1    0.000    0.000    0.000    0.000 _internal_utils.py:9(<module>)
        3    0.000    0.000    0.000    0.000 cookies.py:84(unverifiable)
       39    0.000    0.000    0.000    0.000 structures.py:60(<genexpr>)
        1    0.000    0.000    0.000    0.000 models.py:84(_encode_params)
        1    0.000    0.000    0.000    0.000 models.py:228(__init__)
        1    0.000    0.000    0.000    0.000 models.py:333(copy)
        2    0.000    0.000    0.000    0.000 models.py:739(iter_content)
        1    0.000    0.000    0.001    0.001 api.py:11(<module>)
        3    0.000    0.000    0.000    0.000 sessions.py:74(<listcomp>)
        1    0.000    0.000    0.003    0.003 sessions.py:272(rebuild_proxies)
        2    0.000    0.000    0.000    0.000 adapters.py:330(request_url)
        3    0.000    0.000    0.000    0.000 {method 'index' of 'list' objects}
       19    0.000    0.000    0.000    0.000 {method 'values' of 'collections.OrderedDict' objects}
       35    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        5    0.000    0.000    0.000    0.000 {built-in method builtins.delattr}
        8    0.000    0.000    0.000    0.000 {method 'seek' of '_io.StringIO' objects}
        3    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:740(create_module)
        1    0.000    0.000    0.000    0.000 codecs.py:94(__new__)
        1    0.000    0.000    0.000    0.000 posixpath.py:104(split)
        1    0.000    0.000    0.000    0.000 genericpath.py:39(isdir)
       28    0.000    0.000    0.000    0.000 __init__.py:570(__missing__)
        2    0.000    0.000    0.000    0.000 functools.py:189(<setcomp>)
        1    0.000    0.000    0.777    0.777 financial.py:23(request_page)
        1    0.000    0.000    0.000    0.000 financial.py:12(YahooFinanceScrapper)
        6    0.000    0.000    0.000    0.000 re.py:172(match)
        1    0.000    0.000    0.000    0.000 re.py:207(split)
        2    0.000    0.000    0.000    0.000 sre_parse.py:288(seek)
        1    0.000    0.000    0.000    0.000 __init__.py:129(__init__)
        1    0.000    0.000    0.000    0.000 element.py:122(ContentMetaAttributeValue)
        1    0.000    0.000    0.000    0.000 element.py:917(NavigableString)
        1    0.000    0.000    0.000    0.000 request.py:940(AbstractBasicAuthHandler)
        1    0.000    0.000    0.000    0.000 request.py:1375(HTTPHandler)
        1    0.000    0.000    0.000    0.000 __meta__.py:82(__new__)
        1    0.000    0.000    0.000    0.000 __meta__.py:39(Version)
        1    0.000    0.000    0.000    0.000 css_parser.py:325(SpecialPseudoPattern)
       11    0.000    0.000    0.000    0.000 typing.py:547(<genexpr>)
        1    0.000    0.000    0.000    0.000 typing.py:599(_GenericAlias)
        1    0.000    0.000    0.000    0.000 typing.py:792(Generic)
        2    0.000    0.000    0.000    0.000 typing.py:1180(__class_getitem__)
        1    0.000    0.000    0.000    0.000 typing.py:1586(BinaryIO)
        1    0.000    0.000    0.000    0.000 css_match.py:58(_FakeParent)
        5    0.000    0.000    0.000    0.000 datetime.py:46(_days_in_month)
        1    0.000    0.000    0.000    0.000 css_types.py:323(SelectorLang)
        1    0.000    0.000    0.000    0.000 css_types.py:243(SelectorTag)
        1    0.000    0.000    0.000    0.000 css_types.py:310(__init__)
        1    0.000    0.000    0.000    0.000 dammit.py:2560(EncodingDetector)
        1    0.000    0.000    0.000    0.000 __init__.py:433(StringTemplateStyle)
        1    0.000    0.000    0.000    0.000 __init__.py:1200(Manager)
        3    0.000    0.000    0.000    0.000 __init__.py:1526(addHandler)
        3    0.000    0.000    0.000    0.000 __init__.py:2073(createLock)
        1    0.000    0.000    0.000    0.000 threading.py:358(notify_all)
        1    0.000    0.000    0.000    0.000 threading.py:204(Condition)
        1    0.000    0.000    0.000    0.000 threading.py:513(set)
        1    0.000    0.000    0.000    0.000 threading.py:567(Barrier)
        1    0.000    0.000    0.000    0.000 threading.py:899(_set_tstate_lock)
        1    0.000    0.000    0.000    0.000 threading.py:1202(_DummyThread)
        1    0.000    0.000    0.000    0.000 six.py:524(Module_six_moves_urllib)
        3    0.000    0.000    0.000    0.000 six.py:160(_resolve)
        4    0.000    0.000    0.026    0.006 six.py:215(is_package)
        1    0.000    0.000    0.000    0.000 _markupbase.py:23(ParserBase)
        1    0.000    0.000    0.000    0.000 socket.py:422(detach)
        1    0.000    0.000    0.000    0.000 socket.py:432(family)
        1    0.000    0.000    0.000    0.000 socket.py:546(SocketIO)
        1    0.000    0.000    0.000    0.000 feedparser.py:136(FeedParser)
        1    0.000    0.000    0.000    0.000 _policybase.py:18(_PolicyBase)
        2    0.000    0.000    0.000    0.000 client.py:805(_get_content_length)
        1    0.000    0.000    0.000    0.000 _htmlparser.py:65(__init__)
        2    0.000    0.000    0.000    0.000 _htmlparser.py:232(handle_entityref)
        1    0.000    0.000    0.000    0.000 parser.py:96(reset)
        1    0.000    0.000    0.000    0.000 calendar.py:69(_localized_day)
        1    0.000    0.000    0.000    0.000 {built-in method _hashlib.openssl_sha1}
        1    0.000    0.000    0.000    0.000 {method 'getsockopt' of '_socket.socket' objects}
        2    0.000    0.000    0.000    0.000 message.py:451(items)
        1    0.000    0.000    0.000    0.000 ssl.py:158(TLSVersion)
        1    0.000    0.000    0.001    0.001 ssl.py:398(__new__)
        1    0.000    0.000    0.000    0.000 ssl.py:516(options)
        1    0.000    0.000    0.000    0.000 ssl.py:996(send)
        1    0.000    0.000    0.000    0.000 {method 'version' of '_ssl._SSLSocket' objects}
        2    0.000    0.000    0.000    0.000 connectionpool.py:283(_put_conn)
        5    0.000    0.000    0.000    0.000 connection.py:132(host)
        2    0.000    0.000    0.000    0.000 connection.py:192(_is_using_tunnel)
        1    0.000    0.000    0.000    0.000 connection.py:196(_prepare_conn)
