('Total Revenue', '378,323,000', '365,817,000', '274,515,000', '260,174,000', '265,595,000')
         540386 function calls (521626 primitive calls) in 6.097 seconds

   Ordered by: internal time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
        2    0.000    0.000    0.061    0.031 __init__.py:3(<module>)
       39    0.000    0.000    0.020    0.001 element.py:1847(find_all)
       52    0.000    0.000    0.001    0.000 typing.py:749(__getitem__)
       88    0.000    0.000    0.000    0.000 six.py:142(__init__)
        1    0.000    0.000    0.040    0.040 ssl.py:813(_create)
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1433(<setcomp>)
        1    0.000    0.000    0.103    0.103 __init__.py:41(<module>)
        1    0.000    0.000    0.000    0.000 quoprimime.py:27(<module>)
       18    0.000    0.000    0.000    0.000 message.py:462(get)
       12    0.000    0.000    0.000    0.000 message.py:497(get_all)
        2    0.000    0.000    0.078    0.039 connection.py:37(create_connection)
      311    0.000    0.000    0.000    0.000 css_parser.py:314(get_name)
        1    0.000    0.000    0.024    0.024 client.py:69(<module>)
        1    0.000    0.000    0.000    0.000 {method 'set_ciphers' of '_ssl._SSLContext' objects}
        6    0.000    0.000    0.000    0.000 cookiejar.py:1593(make_cookies)
       27    0.000    0.000    0.001    0.000 abc.py:125(__new__)
        1    0.000    0.000    0.001    0.001 utils.py:1(<module>)
        7    0.000    0.000    0.028    0.004 __init__.py:1(<module>)
       58    0.000    0.000    0.000    0.000 __init__.py:20(__new__)
       44    0.000    0.000    0.000    0.000 ipaddress.py:1877(__init__)
        1    0.000    0.000    0.002    0.002 cookies.py:127(<module>)
        2    0.000    0.000    0.118    0.059 __init__.py:2(<module>)
       52    0.000    0.000    0.003    0.000 css_parser.py:1113(<listcomp>)
        2    0.000    0.000    0.496    0.248 client.py:266(_read_status)
        1    0.000    0.000    0.001    0.001 parse.py:28(<module>)
        1    0.000    0.000    0.006    0.006 cookiejar.py:26(<module>)
       63    0.000    0.000    0.000    0.000 structures.py:48(__setitem__)
        1    0.000    0.000    0.002    0.002 models.py:8(<module>)
        1    0.000    0.000    0.036    0.036 css_parser.py:431(CSSParser)
       38    0.000    0.000    0.000    0.000 _collections.py:156(__getitem__)
        3    0.000    0.000    0.000    0.000 cookiejar.py:939(set_ok)
      136    0.000    0.000    0.000    0.000 {method 'issuperset' of 'frozenset' objects}
       41    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:194(_lock_unlock_module)
       33    0.000    0.000    0.000    0.000 functools.py:492(decorating_function)
        2    0.000    0.000    0.001    0.000 response.py:1(<module>)
       21    0.000    0.000    0.000    0.000 ipaddress.py:1142(_ip_int_from_string)
       36    0.000    0.000    0.000    0.000 enum.py:447(_get_mixins_)
       45    0.000    0.000    0.000    0.000 threading.py:335(notify)
        6    0.000    0.000    0.001    0.000 cookiejar.py:1674(extract_cookies)
       31    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
       47    0.000    0.000    0.000    0.000 ipaddress.py:535(_split_addr_prefix)
       13    0.000    0.000    0.000    0.000 typing.py:849(__init_subclass__)
      190    0.000    0.000    0.000    0.000 dammit.py:2377(<genexpr>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:79(_default_key_normalizer)
       39    0.000    0.000    0.000    0.000 element.py:2242(__init__)
        9    0.000    0.000    0.000    0.000 __init__.py:1216(getLogger)
        4    0.000    0.000    0.000    0.000 {built-in method _ssl.txt2obj}
        1    0.000    0.000    0.001    0.001 sessions.py:9(<module>)
      165    0.000    0.000    0.000    0.000 {method 'isidentifier' of 'str' objects}
      179    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap>:424(has_location)
        1    0.000    0.000    0.000    0.000 threading.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {method '_wrap_socket' of '_ssl._SSLContext' objects}
       15    0.000    0.000    0.034    0.002 css_parser.py:308(__init__)
        2    0.000    0.000    0.497    0.249 client.py:299(begin)
        3    0.000    0.000    0.000    0.000 {function socket.close at 0x103d85320}
        1    0.000    0.000    0.007    0.007 cd.py:1(<module>)
       68    0.000    0.000    0.000    0.000 status_codes.py:114(doc)
       50    0.000    0.000    0.000    0.000 enum.py:912(_power_of_two)
        1    0.000    0.000    0.075    0.075 __init__.py:27(<module>)
        2    0.000    0.000    0.000    0.000 socket.py:221(makefile)
        1    0.000    0.000    0.019    0.019 ssl_.py:1(<module>)
        1    0.000    0.000    0.000    0.000 zipfile.py:5(<module>)
      189    0.000    0.000    0.000    0.000 status_codes.py:115(<genexpr>)
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1048(exec_module)
       30    0.000    0.000    0.000    0.000 _policybase.py:293(header_source_parse)
        2    0.000    0.000    0.000    0.000 connectionpool.py:169(__init__)
       47    0.000    0.000    0.000    0.000 ipaddress.py:158(_split_optional_netmask)
        1    0.000    0.000    0.003    0.003 shutil.py:5(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:458(parse_ns_headers)
       45    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1445(path_hook_for_FileFinder)
       91    0.000    0.000    0.000    0.000 typing.py:351(<genexpr>)
        1    0.000    0.000    0.007    0.007 api.py:1(<module>)
        6    0.000    0.000    0.000    0.000 request.py:2573(ip2num)
        1    0.000    0.000    0.002    0.002 resources.py:1(<module>)
        1    0.000    0.000    0.001    0.001 pathlib.py:1(<module>)
      3/2    0.000    0.000    0.639    0.320 sessions.py:144(resolve_redirects)
        2    0.000    0.000    0.626    0.313 adapters.py:395(send)
       13    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
        1    0.000    0.000    0.010    0.010 css_match.py:1(<module>)
       46    0.000    0.000    0.000    0.000 _policybase.py:281(_sanitize_header)
        1    0.000    0.000    0.029    0.029 compat.py:9(<module>)
       13    0.000    0.000    0.000    0.000 enum.py:130(__prepare__)
        1    0.000    0.000    0.000    0.000 css_match.py:481(CSSMatch)
       10    0.000    0.000    0.000    0.000 client.py:1218(putheader)
        6    0.000    0.000    0.001    0.000 cookies.py:118(extract_cookies_to_jar)
       26    0.000    0.000    0.116    0.004 models.py:756(generate)
        1    0.000    0.000    0.000    0.000 adapters.py:9(<module>)
        3    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        8    0.000    0.000    0.000    0.000 parse.py:782(quote)
      168    0.000    0.000    0.000    0.000 {method 'upper' of 'str' objects}
      152    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:909(get_filename)
       11    0.000    0.000    0.000    0.000 sre_compile.py:416(_bytes_to_codes)
       84    0.000    0.000    0.000    0.000 typing.py:317(__eq__)
       53    0.000    0.000    0.000    0.000 six.py:178(_add_module)
        1    0.000    0.000    0.000    0.000 calendar.py:6(<module>)
      293    0.000    0.000    0.000    0.000 ssl.py:908(_checkClosed)
      257    0.000    0.000    0.000    0.000 hmac.py:18(<genexpr>)
        7    0.000    0.000    0.000    0.000 url.py:274(_normalize_host)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1294(__init__)
        2    0.000    0.000    0.000    0.000 response.py:198(__init__)
       12    0.000    0.000    0.000    0.000 structures.py:42(__init__)
       41    0.000    0.000    0.000    0.000 structures.py:53(__getitem__)
       63    0.000    0.000    0.000    0.000 {method 'rindex' of 'str' objects}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.dir}
       13    0.000    0.000    0.000    0.000 enum.py:157(<dictcomp>)
        1    0.000    0.000    0.073    0.073 __init__.py:117(__init__)
       37    0.000    0.000    0.009    0.000 element.py:1822(find)
       36    0.000    0.000    0.000    0.000 typing.py:199(_check_generic)
        1    0.000    0.000    0.000    0.000 css_match.py:78(_DocumentNav)
        7    0.000    0.000    0.000    0.000 threading.py:216(__init__)
      257    0.000    0.000    0.000    0.000 hmac.py:17(<genexpr>)
      170    0.000    0.000    0.000    0.000 {method 'items' of 'collections.OrderedDict' objects}
      136    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1325(<genexpr>)
       74    0.000    0.000    0.000    0.000 typing.py:634(<genexpr>)
       38    0.000    0.000    0.001    0.000 typing.py:1202(_alias)
       18    0.000    0.000    0.000    0.000 parse.py:154(hostname)
        1    0.000    0.000    0.001    0.001 ssl_.py:250(create_urllib3_context)
       15    0.000    0.000    0.000    0.000 url.py:303(<listcomp>)
       30    0.000    0.000    0.000    0.000 _collections.py:215(add)
        1    0.000    0.000    0.002    0.002 hashlib.py:54(<module>)
        2    0.000    0.000    0.040    0.020 client.py:1264(_send_request)
        8    0.000    0.000    0.000    0.000 message.py:564(get_content_type)
        1    0.000    0.000    0.000    0.000 retry.py:1(<module>)
       19    0.000    0.000    0.000    0.000 ipaddress.py:1116(_make_netmask)
       31    0.000    0.000    0.000    0.000 ipaddress.py:1729(_parse_hextet)
        1    0.000    0.000    0.000    0.000 poolmanager.py:1(<module>)
        6    0.000    0.000    0.000    0.000 cookiejar.py:669(escape_path)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1255(__init__)
        1    0.000    0.000    0.000    0.000 copy.py:49(<module>)
        3    0.000    0.000    0.030    0.010 utils.py:738(should_bypass_proxies)
        8    0.000    0.000    0.000    0.000 idna.py:147(encode)
       58    0.000    0.000    0.000    0.000 {method 'find' of 'str' objects}
      108    0.000    0.000    0.000    0.000 {built-in method builtins.issubclass}
       46    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.lock' objects}
        4    0.000    0.000    0.000    0.000 {method 'readlines' of '_io._IOBase' objects}
        1    0.000    0.000    0.000    0.000 token.py:78(<dictcomp>)
        1    0.000    0.000    0.112    0.112 element.py:2(<module>)
        1    0.000    0.000    0.035    0.035 dammit.py:8(<module>)
        9    0.000    0.000    0.000    0.000 __init__.py:1336(__init__)
        1    0.000    0.000    0.028    0.028 exceptions.py:1(<module>)
        1    0.000    0.000    0.011    0.011 utils.py:5(<module>)
        2    0.000    0.000    0.000    0.000 response.py:584(from_httplib)
       99    0.000    0.000    0.000    0.000 constant.py:342(<lambda>)
        8    0.000    0.000    0.000    0.000 cookies.py:37(__init__)
        2    0.000    0.000    0.000    0.000 models.py:606(__init__)
       95    0.000    0.000    0.000    0.000 {built-in method builtins.all}
       95    0.000    0.000    0.000    0.000 __init__.py:388(<genexpr>)
       33    0.000    0.000    0.000    0.000 functools.py:458(lru_cache)
        1    0.000    0.000    0.121    0.121 __init__.py:15(<module>)
       87    0.000    0.000    0.000    0.000 typing.py:660(__eq__)
        8    0.000    0.000    0.000    0.000 __init__.py:1267(_fixupParents)
        1    0.000    0.000    0.001    0.001 selectors.py:5(<module>)
        2    0.000    0.000    0.000    0.000 feedparser.py:139(__init__)
        8    0.000    0.000    0.000    0.000 parse.py:853(quote_from_bytes)
      122    0.000    0.000    0.000    0.000 ssl.py:129(<lambda>)
      122    0.000    0.000    0.000    0.000 ssl.py:139(<lambda>)
        4    0.000    0.000    0.000    0.000 ssl_match_hostname.py:25(_dnsname_match)
       28    0.000    0.000    0.000    0.000 ipaddress.py:1605(_make_netmask)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1585(_BaseV6)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1661(set_cookie)
        4    0.000    0.000    0.000    0.000 utils.py:811(select_proxy)
        2    0.000    0.000    0.001    0.001 request.py:1(<module>)
       16    0.000    0.000    0.000    0.000 typing.py:445(__init__)
       46    0.000    0.000    0.000    0.000 _policybase.py:311(header_fetch_parse)
      122    0.000    0.000    0.000    0.000 ssl.py:124(<lambda>)
       78    0.000    0.000    0.000    0.000 element.py:1536(__eq__)
       14    0.000    0.000    0.000    0.000 css_parser.py:461(__init__)
       14    0.000    0.000    0.000    0.000 __init__.py:716(__init__)
       47    0.000    0.000    0.000    0.000 threading.py:240(__enter__)
       36    0.000    0.000    0.000    0.000 feedparser.py:78(readline)
       15    0.000    0.000    0.000    0.000 url.py:302(_idna_encode)
        3    0.000    0.000    0.000    0.000 cookiejar.py:753(__init__)
        2    0.000    0.000    0.001    0.000 utils.py:179(get_netrc_auth)
        1    0.000    0.000    0.000    0.000 idnadata.py:3(<module>)
       23    0.000    0.000    0.000    0.000 {method 'split' of 'bytes' objects}
        1    0.000    0.000    0.003    0.003 util.py:1(<module>)
       47    0.000    0.000    0.000    0.000 threading.py:243(__exit__)
       46    0.000    0.000    0.000    0.000 six.py:108(__init__)
       36    0.000    0.000    0.000    0.000 feedparser.py:128(__next__)
       18    0.000    0.000    0.000    0.000 parse.py:190(_hostinfo)
        2    0.000    0.000    0.002    0.001 _collections.py:92(clear)
       25    0.000    0.000    0.000    0.000 ipaddress.py:476(_prefix_from_prefix_string)
        1    0.000    0.000    0.001    0.001 md.py:1(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:142(_str2time)
        1    0.000    0.000    0.000    0.000 ntpath.py:6(<module>)
        2    0.000    0.000    0.000    0.000 adapters.py:114(__init__)
        2    0.000    0.000    0.001    0.000 adapters.py:256(build_response)
       12    0.000    0.000    0.000    0.000 {built-in method builtins.round}
       21    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1029(__init__)
        5    0.000    0.000    0.000    0.000 posixpath.py:232(expanduser)
       43    0.000    0.000    0.000    0.000 element.py:389(_last_descendant)
       30    0.000    0.000    0.000    0.000 element.py:1302(string)
        4    0.000    0.000    0.000    0.000 typing.py:824(__class_getitem__)
        1    0.000    0.000    0.016    0.016 feedparser.py:20(<module>)
        1    0.000    0.000    0.004    0.004 _htmlparser.py:2(<module>)
        1    0.000    0.000    0.000    0.000 _parseaddr.py:203(AddrlistClass)
        1    0.000    0.000    0.001    0.001 message.py:5(<module>)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
        2    0.000    0.000    0.000    0.000 _collections.py:231(extend)
       25    0.000    0.000    0.000    0.000 ipaddress.py:417(_check_int_address)
        4    0.000    0.000    0.000    0.000 cookies.py:508(cookiejar_from_dict)
        2    0.000    0.000    0.001    0.000 queue.py:1(<module>)
       30    0.000    0.000    0.000    0.000 {method 'setdefault' of 'collections.OrderedDict' objects}
       95    0.000    0.000    0.000    0.000 {method '__contains__' of 'frozenset' objects}
       13    0.000    0.000    0.000    0.000 {method 'fullmatch' of 're.Pattern' objects}
       33    0.000    0.000    0.000    0.000 {method 'acquire' of '_thread.RLock' objects}
       16    0.000    0.000    0.000    0.000 _collections_abc.py:664(__contains__)
       42    0.000    0.000    0.000    0.000 enum.py:860(_high_bit)
        8    0.000    0.000    0.000    0.000 sre_parse.py:837(_parse_flags)
        1    0.000    0.000    0.000    0.000 element.py:151(PageElement)
        1    0.000    0.000    0.003    0.003 models.py:1(<module>)
        1    0.000    0.000    0.000    0.000 encoder.py:2(<module>)
       14    0.000    0.000    0.015    0.001 css_parser.py:1156(process_selectors)
        1    0.000    0.000    0.002    0.002 pretty.py:67(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:1682(LoggerAdapter)
       14    0.000    0.000    0.001    0.000 hashlib.py:116(__get_openssl_constructor)
        1    0.000    0.000    0.000    0.000 selectors.py:80(BaseSelector)
        2    0.000    0.000    0.001    0.000 parser.py:59(parsestr)
        2    0.000    0.000    0.000    0.000 client.py:837(__init__)
        1    0.000    0.000    0.000    0.000 {method 'write' of '_ssl._SSLSocket' objects}
        1    0.000    0.000    0.039    0.039 connection.py:204(connect)
       47    0.000    0.000    0.000    0.000 ipaddress.py:631(__init__)
        1    0.000    0.000    0.008    0.008 __init__.py:21(<module>)
        1    0.000    0.000    0.003    0.003 tempfile.py:24(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1480(_cookie_from_cookie_tuple)
        7    0.000    0.000    0.000    0.000 sessions.py:50(merge_setting)
      151    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:719(create_module)
       15    0.000    0.000    0.000    0.000 _collections_abc.py:676(items)
       13    0.000    0.000    0.000    0.000 enum.py:64(__init__)
       20    0.000    0.000    0.000    0.000 tokenize.py:107(group)
        1    0.000    0.000    0.001    0.001 decoder.py:2(<module>)
        9    0.000    0.000    0.000    0.000 typing.py:535(__init__)
        1    0.000    0.000    0.036    0.036 formatter.py:1(<module>)
        1    0.000    0.000    0.000    0.000 dammit.py:2765(UnicodeDammit)
        1    0.000    0.000    0.000    0.000 __init__.py:1321(Logger)
       48    0.000    0.000    0.000    0.000 utils.py:51(_has_surrogates)
        2    0.000    0.000    0.000    0.000 client.py:1073(putrequest)
        1    0.000    0.000    0.000    0.000 client.py:106(<dictcomp>)
      122    0.000    0.000    0.000    0.000 ssl.py:134(<lambda>)
        2    0.000    0.000    0.040    0.020 connection.py:231(request)
        8    0.000    0.000    0.000    0.000 timeout.py:102(__init__)
        1    0.000    0.000    0.000    0.000 fields.py:74(<dictcomp>)
        1    0.000    0.000    0.000    0.000 models.py:14(CharsetMatch)
        6    0.000    0.000    0.000    0.000 cookiejar.py:1383(_normalized_cookie_tuples)
        5    0.000    0.000    0.000    0.000 structures.py:82(copy)
       69    0.000    0.000    0.000    0.000 status_codes.py:120(<genexpr>)
        2    0.000    0.000    0.000    0.000 adapters.py:147(init_poolmanager)
        2    0.000    0.000    0.000    0.000 {method 'pop' of 'collections.OrderedDict' objects}
        7    0.000    0.000    0.026    0.004 <frozen importlib._bootstrap>:433(spec_from_loader)
        1    0.000    0.000    0.000    0.000 os.py:46(<listcomp>)
        7    0.000    0.000    0.000    0.000 warnings.py:181(_add_filter)
        5    0.000    0.000    0.000    0.000 contextlib.py:116(__exit__)
        1    0.000    0.000    0.000    0.000 legacy.py:1(<module>)
        1    0.000    0.000    0.000    0.000 css_parser.py:676(parse_pseudo_nth)
        1    0.000    0.000    0.000    0.000 typing.py:1490(IO)
        1    0.000    0.000    0.004    0.004 css_types.py:1(<module>)
        1    0.000    0.000    0.000    0.000 {built-in method today}
        9    0.000    0.000    0.000    0.000 __init__.py:1928(getLogger)
      134    0.000    0.000    0.000    0.000 six.py:92(__init__)
        1    0.000    0.000    0.004    0.004 parser.py:1(<module>)
        2    0.000    0.000    0.001    0.000 parser.py:41(parse)
        1    0.000    0.000    0.000    0.000 _policybase.py:99(_extend_docstrings)
        1    0.000    0.000    0.015    0.015 _policybase.py:4(<module>)
        1    0.000    0.000    0.003    0.003 header.py:5(<module>)
        1    0.000    0.000    0.000    0.000 {method 'sendall' of '_socket.socket' objects}
        6    0.000    0.000    0.000    0.000 {method 'settimeout' of '_socket.socket' objects}
        3    0.000    0.000    0.000    0.000 retry.py:243(__init__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:2214(_IPv6Constants)
        1    0.000    0.000    0.001    0.001 lzma.py:9(<module>)
        3    0.000    0.000    0.000    0.000 cookiejar.py:1005(set_ok_domain)
        4    0.000    0.000    0.000    0.000 hooks.py:17(default_hooks)
       26    0.000    0.000    0.000    0.000 {method 'setter' of 'property' objects}
        6    0.000    0.000    0.000    0.000 contextlib.py:81(__init__)
        1    0.000    0.000    0.000    0.000 element.py:1144(Tag)
        1    0.000    0.000    0.018    0.018 css_parser.py:328(__init__)
       20    0.000    0.000    0.000    0.000 __init__.py:221(_releaseLock)
        1    0.000    0.000    0.000    0.000 six.py:957(wrapper)
        2    0.000    0.000    0.000    0.000 client.py:236(__init__)
        1    0.000    0.000    0.000    0.000 client.py:789(HTTPConnection)
        3    0.000    0.000    0.000    0.000 calendar.py:655(timegm)
      122    0.000    0.000    0.000    0.000 ssl.py:144(<lambda>)
        1    0.000    0.000    0.000    0.000 ssl.py:801(SSLSocket)
       10    0.000    0.000    0.000    0.000 connection.py:221(putheader)
        1    0.000    0.000    0.001    0.001 ipaddress.py:9(<module>)
        2    0.000    0.000    0.000    0.000 poolmanager.py:189(_new_pool)
        3    0.000    0.000    0.000    0.000 cookiejar.py:224(http2time)
       10    0.000    0.000    0.000    0.000 cookiejar.py:1216(vals_sorted_by_key)
        9    0.000    0.000    0.000    0.000 structures.py:59(__iter__)
       12    0.000    0.000    0.000    0.000 {method 'cast' of 'memoryview' objects}
        1    0.000    0.000    0.002    0.002 __init__.py:97(<module>)
        1    0.000    0.000    0.000    0.000 datetime.py:774(date)
        1    0.000    0.000    0.000    0.000 datetime.py:1509(datetime)
        5    0.000    0.000    0.000    0.000 __init__.py:802(__init__)
        5    0.000    0.000    0.001    0.000 six.py:95(__get__)
       10    0.000    0.000    0.000    0.000 socket.py:97(_intenum_converter)
        6    0.000    0.000    0.000    0.000 _policybase.py:94(_append_doc)
        2    0.000    0.000    0.497    0.249 client.py:1310(getresponse)
        1    0.000    0.000    0.073    0.073 _htmlparser.py:384(feed)
        2    0.000    0.000    0.000    0.000 message.py:459(<listcomp>)
        1    0.000    0.000    0.000    0.000 _encoded_words.py:6(<module>)
        5    0.000    0.000    0.000    0.000 url.py:91(__new__)
        1    0.000    0.000    0.000    0.000 _collections.py:1(<module>)
        1    0.000    0.000    0.001    0.001 filepost.py:1(<module>)
       46    0.000    0.000    0.000    0.000 queue.py:15(_qsize)
        2    0.000    0.000    0.000    0.000 poolmanager.py:263(connection_from_pool_key)
        6    0.000    0.000    0.000    0.000 cookiejar.py:612(request_host)
        2    0.000    0.000    0.000    0.000 cookiejar.py:1350(add_cookie_header)
        1    0.000    0.000    0.000    0.000 pathlib.py:63(parse_parts)
        1    0.000    0.000    0.000    0.000 pathlib.py:620(PurePath)
        1    0.000    0.000    0.000    0.000 cookies.py:10(<module>)
        1    0.000    0.000    0.000    0.000 auth.py:8(<module>)
       66    0.000    0.000    0.000    0.000 {method 'pop' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 {built-in method _warnings.warn}
        1    0.000    0.000    0.000    0.000 {built-in method builtins.print}
       17    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:98(_path_isdir)
       13    0.000    0.000    0.000    0.000 enum.py:340(__getattr__)
       98    0.000    0.000    0.000    0.000 enum.py:664(<lambda>)
       12    0.000    0.000    0.000    0.000 enum.py:798(_missing_)
        1    0.000    0.000    0.000    0.000 css_match.py:378(Inputs)
       20    0.000    0.000    0.000    0.000 __init__.py:212(_acquireLock)
        2    0.000    0.000    0.000    0.000 socket.py:652(close)
        2    0.000    0.000    0.000    0.000 feedparser.py:101(push)
        1    0.000    0.000    0.000    0.000 errors.py:5(<module>)
        1    0.000    0.000    0.000    0.000 charset.py:6(<module>)
        1    0.000    0.000    0.000    0.000 {method 'bind' of '_socket.socket' objects}
        1    0.000    0.000    0.000    0.000 connectionpool.py:223(_new_conn)
        5    0.000    0.000    0.000    0.000 url.py:244(_remove_path_dot_segments)
        1    0.000    0.000    0.000    0.000 ipaddress.py:622(_BaseNetwork)
        2    0.000    0.000    0.000    0.000 response.py:320(_init_length)
        1    0.000    0.000    0.000    0.000 models.py:360(prepare_url)
        1    0.000    0.000    0.001    0.001 sessions.py:417(prepare_request)
        1    0.000    0.000    0.776    0.776 sessions.py:457(request)
        1    0.000    0.000    0.028    0.028 sessions.py:691(merge_environment_settings)
       18    0.000    0.000    0.000    0.000 {method 'rfind' of 'str' objects}
       60    0.000    0.000    0.000    0.000 {built-in method builtins.divmod}
        1    0.000    0.000    0.000    0.000 token.py:1(<module>)
        1    0.000    0.000    0.001    0.001 __meta__.py:1(<module>)
        4    0.000    0.000    0.000    0.000 typing.py:241(_tp_cache)
        1    0.000    0.000    0.000    0.000 css_types.py:183(Selector)
        4    0.000    0.000    0.000    0.000 __init__.py:1614(isEnabledFor)
       19    0.000    0.000    0.026    0.001 six.py:190(find_spec)
        8    0.000    0.000    0.001    0.000 hashlib.py:73(__get_builtin_constructor)
        2    0.000    0.000    0.000    0.000 socket.py:563(__init__)
        2    0.000    0.000    0.039    0.020 client.py:960(send)
       18    0.000    0.000    0.000    0.000 six.py:1015(ensure_text)
        2    0.000    0.000    0.000    0.000 parse.py:451(<genexpr>)
        1    0.000    0.000    0.000    0.000 calendar.py:546(different_locale)
       30    0.000    0.000    0.000    0.000 message.py:479(set_raw)
        1    0.000    0.000    0.000    0.000 ssl.py:460(set_alpn_protocols)
        1    0.000    0.000    0.000    0.000 connectionpool.py:996(_new_conn)
        2    0.000    0.000    0.000    0.000 _collections.py:141(__init__)
       25    0.000    0.000    0.000    0.000 ipaddress.py:433(_ip_int_from_prefix)
        2    0.000    0.000    0.000    0.000 queue.py:33(__init__)
        1    0.000    0.000    0.001    0.001 fields.py:1(<module>)
        1    0.000    0.000    0.000    0.000 mimetypes.py:24(<module>)
       26    0.000    0.000    0.116    0.004 response.py:558(stream)
        1    0.000    0.000    0.030    0.030 exceptions.py:8(<module>)
        1    0.000    0.000    0.001    0.001 bz2.py:5(<module>)
        1    0.000    0.000    0.000    0.000 pathlib.py:119(_WindowsFlavour)
        1    0.000    0.000    0.000    0.000 sessions.py:349(__init__)
       63    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
       74    0.000    0.000    0.000    0.000 {method 'partition' of 'str' objects}
       13    0.000    0.000    0.000    0.000 {method 'groups' of 're.Match' objects}
        7    0.000    0.000    0.000    0.000 {method 'subn' of 're.Pattern' objects}
       33    0.000    0.000    0.000    0.000 {method 'release' of '_thread.RLock' objects}
       47    0.000    0.000    0.000    0.000 {method '__enter__' of '_thread.lock' objects}
       35    0.000    0.000    0.000    0.000 abc.py:7(abstractmethod)
    41/11    0.000    0.000    0.000    0.000 abc.py:141(__subclasscheck__)
        6    0.000    0.000    0.000    0.000 contextlib.py:107(__enter__)
        6    0.000    0.000    0.000    0.000 contextlib.py:237(helper)
        1    0.000    0.000    0.000    0.000 __init__.py:454(reset)
        1    0.000    0.000    0.000    0.000 abc.py:1(<module>)
       43    0.000    0.000    0.000    0.000 typing.py:777(<genexpr>)
        1    0.000    0.000    0.000    0.000 css_types.py:97(ImmutableDict)
       61    0.000    0.000    0.000    0.000 dammit.py:2409(<listcomp>)
       11    0.000    0.000    0.000    0.000 threading.py:75(RLock)
       45    0.000    0.000    0.000    0.000 threading.py:255(_is_owned)
        1    0.000    0.000    0.000    0.000 socket.py:133(socket)
        1    0.000    0.000    0.000    0.000 base64.py:3(<module>)
        1    0.000    0.000    0.000    0.000 __init__.py:5(HTTPStatus)
        1    0.000    0.000    0.000    0.000 client.py:478(readinto)
        1    0.000    0.000    0.000    0.000 ssl.py:390(SSLContext)
        1    0.000    0.000    0.040    0.040 ssl.py:1132(do_handshake)
        2    0.000    0.000    0.000    0.000 connection.py:115(__init__)
       20    0.000    0.000    0.000    0.000 connection.py:223(<genexpr>)
       32    0.000    0.000    0.000    0.000 _collections.py:187(__iter__)
        1    0.000    0.000    0.000    0.000 ipaddress.py:1551(_IPv4Constants)
        2    0.000    0.000    0.000    0.000 poolmanager.py:171(__init__)
        3    0.000    0.000    0.000    0.000 utils.py:746(<lambda>)
        1    0.000    0.000    0.000    0.000 models.py:446(prepare_headers)
        2    0.000    0.000    0.001    0.000 adapters.py:293(get_connection)
       96    0.000    0.000    0.000    0.000 {built-in method builtins.abs}
       22    0.000    0.000    0.000    0.000 {built-in method sys._getframe}
       67    0.000    0.000    0.000    0.000 {built-in method _sre.ascii_iscased}
        4    0.000    0.000    0.000    0.000 contextlib.py:210(contextmanager)
        1    0.000    0.000    0.000    0.000 decoder.py:284(__init__)
        1    0.000    0.000    0.000    0.000 request.py:323(Request)
       10    0.000    0.000    0.000    0.000 element.py:1330(_all_strings)
        1    0.000    0.000    0.000    0.000 css_match.py:1498(SoupSieve)
       35    0.000    0.000    0.000    0.000 datetime.py:379(_check_int_field)
        1    0.000    0.000    0.000    0.000 datetime.py:1162(time)
        1    0.000    0.000    0.001    0.001 string.py:15(<module>)
        7    0.000    0.000    0.027    0.004 six.py:85(_import_module)
        4    0.000    0.000    0.000    0.000 six.py:201(load_module)
        2    0.000    0.000    0.002    0.001 socket.py:735(getaddrinfo)
